OPE ID,School,State,Zip Code,School Type,Dependent Students,Independent Students,Quarterly Total,nan
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,342,598,940,
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2393,Public       ,487,660,"1,147",
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,926,216,"1,142",
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,699,438,"1,137",
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,440,373,813,
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,616,783,"1,399",
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,201,150,351,
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,801,897,"1,698",
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,"1,538",960,"2,498",
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,717,"1,069","1,786",
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,583,687,"1,270",
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,735,780,"1,515",
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,167,138,305,
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,189,317,506,
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,387,"2,634","3,021",
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,484,"1,444","1,928",
00116300,CHAFFEY COMMUNITY COLLEGE               ,CA,91737-9400,Public       ,590,"1,289","1,879",
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,352,186,538,
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,1,1,
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,205,448,653,
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-6163,Private      ,2,82,84,
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,49,5,54,
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,42,3,45,
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,22,5,27,
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,84,21,105,
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,31,10,41,
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,33,96,129,
00117700,UNIVERSITY OF SILICON VALLEY            ,CA,95134-1697,Proprietary  ,42,60,102,
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,45,173,218,
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,2,34,36,
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,81,345,426,
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,312,760,"1,072",
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,0,0,0,
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,130,461,591,
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,353,621,974,
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,35,197,232,
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,139,364,503,
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,411,535,946,
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,199,669,868,
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,412,734,"1,146",
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,39,75,114,
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,377,937,"1,314",
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,184,605,789,
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,0,88,88,
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,517,992,"1,509",
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,106,254,360,
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,307,839,"1,146",
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,20,181,201,
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,249,498,747,
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,9,9,
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,314,765,"1,079",
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,175,281,456,
00121200,HUMPHREYS UNIVERSITY                    ,CA,95207-3896,Private      ,7,74,81,
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,231,377,608,
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-0000,Private      ,74,71,145,
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,115,288,403,
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,19,69,88,
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,57,197,254,
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,547,"1,500","2,047",
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,34,57,91,
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,245,"1,151","1,396",
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,107,302,409,
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,366,"3,092","3,458",
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,326,936,"1,262",
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,309,934,"1,243",
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,5,144,149,
00123000,MARSHALL B. KETCHUM UNIVERSITY          ,CA,92831-1699,Private      ,2,18,20,
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,705,"2,199","2,904",
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,563,"1,656","2,219",
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,31,12,43,
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,307,590,897,
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,226,690,916,
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,497,"1,068","1,565",
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,145,317,462,
00124300,MOUNT SAINT MARY'S UNIVERSITY           ,CA,90049-1599,Private      ,57,108,165,
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,517,"1,153","1,670",
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,853,"4,452","5,305",
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,111,306,417,
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,74,22,96,
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,451,659,"1,110",
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,107,53,160,
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,15,48,63,
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,54,340,394,
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,0,136,136,
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,17,17,
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,16,28,44,
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,8,74,82,
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,344,885,"1,229",
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,582,"2,551","3,133",
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,129,211,340,
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,182,841,"1,023",
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,111,523,634,
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,88,486,574,
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,260,"1,072","1,332",
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,766,"1,298","2,064",
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,348,"1,062","1,410",
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,312,"1,416","1,728",
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,417,"1,093","1,510",
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,14,7,21,
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,434,933,"1,367",
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3784,Private      ,43,53,96,
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,258,619,877,
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,269,708,977,
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,302,375,677,
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,486,"1,211","1,697",
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,344,707,"1,051",
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,0,5,5,
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,191,761,952,
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,508,815,"1,323",
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,24,60,84,
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,225,470,695,
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,45,69,114,
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,433,"1,105","1,538",
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,2,35,37,
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,4,4,
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-0000,Private      ,77,48,125,
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,878,367,"1,245",
00130501,STANFORD UNIVERSITY - SCHOOL OF MEDICINE,CA,94305-5404,Private      ,43,41,84,
00130502,STANFORD UNIVERSITY - GRAD SCH BUSINESS ,CA,94305-7298,Private      ,13,51,64,
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-8610,Private      ,19,44,63,
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,644,"1,604","2,248",
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,188,301,489,
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,64,168,232,
00131200,"UNIVERSITY OF CALIFORNIA, BERKELEY      ",CA,94720-1520,Public       ,"1,663",837,"2,500",
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,"1,208",507,"1,715",
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-0001,Public       ,"1,584",542,"2,126",
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,"2,363","1,078","3,441",
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,13,24,37,
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,3,5,8,
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,930,432,"1,362",
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,"1,593",575,"2,168",
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0402,Public       ,98,124,222,
00132000,UNIVERSITY OF CALIFORNIA-SANTA BARB     ,CA,93106-3180,Public       ,"1,241",273,"1,514",
00132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ     ,CA,95064-0001,Public       ,912,245,"1,157",
00132200,UNIVERSITY OF REDLANDS                  ,CA,92373-0999,Private      ,87,169,256,
00132500,UNIVERSITY OF SAN FRANCISCO             ,CA,94117-1080,Private      ,334,277,611,
00132600,SANTA CLARA UNIVERSITY                  ,CA,95053-4956,Private      ,250,125,375,
00132604,JESUIT SCHOOL OF THEOLOGY - BERKELEY    ,CA,94709-1193,Private      ,0,2,2,
00132800,UNIVERSITY OF SOUTHERN CALIFORNIA       ,CA,90089-0914,Private      ,"1,512","1,309","2,821",
00132900,UNIVERSITY OF THE PACIFIC               ,CA,95211-0197,Private      ,116,202,318,
00133400,VENTURA COLLEGE                         ,CA,93003-3872,Public       ,271,453,724,
00133500,VICTOR VALLEY COLLEGE                   ,CA,92395-5849,Public       ,443,"1,102","1,545",
00133800,WEST VALLEY COLLEGE                     ,CA,95070-5697,Public       ,143,313,456,
00134100,WESTMONT COLLEGE                        ,CA,93108-1099,Private      ,56,19,75,
00134200,WHITTIER COLLEGE                        ,CA,90601-0000,Private      ,28,28,56,
00134300,WOODBURY UNIVERSITY                     ,CA,91510-7846,Private      ,35,28,63,
00134400,YUBA COLLEGE                            ,CA,95901-7699,Public       ,136,330,466,
00177212,TRINITY INTERNATIONAL UNIV-CA           ,CA,92705-0000,Private      ,0,99,99,
00188100,ASHFORD UNIVERSITY                      ,CA,92123-1406,Proprietary  ,173,"3,725","3,898",
00274100,AMERICAN JEWISH UNIVERSITY              ,CA,90077-1599,Private      ,0,9,9,
00301002,ANTIOCH UNIV/LOS ANGELES                ,CA,90230-7615,Private      ,7,103,110,
00301003,ANTIOCH  UNIV/SANTA BARBARA             ,CA,93101-0000,Private      ,32,43,75,
00369110,MIDDLEBURY COLLEGE - MONTEREY INSTITUTE ,CA,93940-2691,Private      ,1,27,28,
00394700,UC-HASTINGS COLLEGE OF THE LAW          ,CA,94102-0000,Public       ,0,31,31,
00408000,STARR KING SCHOOL FOR THE MINISTRY      ,CA,94613-1000,Private      ,0,6,6,
00448000,DE ANZA COLLEGE                         ,CA,95014-5793,Public       ,386,"1,730","2,116",
00448100,OHLONE COLLEGE                          ,CA,94539-5847,Public       ,148,467,615,
00448400,JOHN F. KENNEDY UNIVERSITY              ,CA,94523-4817,Private      ,0,12,12,
00450200,CITY COLLEGE OF SAN FRANCISCO           ,CA,94112-1821,Public       ,272,"1,246","1,518",
00563800,DOWNEY ADULT SCHOOL                     ,CA,90241-5610,Public       ,19,145,164,
00565500,HACIENDA LA PUENTE ADULT EDUC CTR       ,CA,91746-0000,Public       ,15,63,78,
00616500,LA CNTY CLG OF NURSING & ALLD HLTH      ,CA,90033-1018,Public       ,13,37,50,
00672000,COLLEGE OF ALAMEDA                      ,CA,94501-2109,Public       ,125,375,500,
00673100,CASA LOMA COLLEGE                       ,CA,91405-0000,Private      ,26,55,81,
00697300,CANADA COLLEGE                          ,CA,94061-1099,Public       ,63,270,333,
00697500,LINCOLN UNIVERSITY                      ,CA,94612-2801,Private      ,1,9,10,
00701200,SAMUEL MERRITT UNIVERSITY               ,CA,94609-3108,Private      ,19,185,204,
00704700,LOS ANGELES SOUTHWEST COLLEGE           ,CA,90047-4810,Public       ,117,504,621,
00705000,BELLUS ACADEMY                          ,CA,91950-3616,Proprietary  ,32,82,114,
00711500,MOORPARK COLLEGE                        ,CA,93021-1695,Public       ,358,545,903,
00713000,NEWBERRY SCHOOL OF BEAUTY               ,CA,91344-7404,Proprietary  ,0,9,9,
00714200,LYLE'S COLLEGE OF BEAUTY                ,CA,93710-3948,Proprietary  ,9,25,34,
00718700,NORTH ADRIAN'S COLLEGE OF BEAUTY        ,CA,95350-2381,Proprietary  ,19,36,55,
00720300,SALON SUCCESS ACADEMY                   ,CA,91786-4060,Proprietary  ,40,67,107,
00720400,MODERN BEAUTY ACADEMY                   ,CA,93030-7016,Proprietary  ,5,16,21,
00720900,REDONDO BEACH BEAUTY COLLEGE            ,CA,90505-5909,Proprietary  ,5,16,21,
00725300,FEDERICO BEAUTY INSTITUTE               ,CA,95834-1905,Proprietary  ,26,73,99,
00729600,COLEMAN UNIVERSITY                      ,CA,92123-1506,Private      ,5,12,17,
00746901,HUSSIAN COLLEGE-RELATIVITY CAMPUS CALIFO,CA,90017-2019,Proprietary  ,0,0,0,
00753100,ACADEMY OF ART UNIVERSITY               ,CA,94105-3410,Proprietary  ,264,671,935,
00753600,COSUMNES RIVER COLLEGE                  ,CA,95823-5799,Public       ,459,"1,148","1,607",
00760700,CONCORDE CAREER INSTITUTE               ,CA,91606-3134,Proprietary  ,19,87,106,
00770700,COLUMBIA COLLEGE                        ,CA,95370-8580,Public       ,70,162,232,
00771300,SKYLINE COLLEGE                         ,CA,94066-1698,Public       ,114,251,365,
00793000,CONCORDE CAREER INSTITUTE               ,CA,92108-0000,Proprietary  ,46,149,195,
00799300,CALIF STATE UNIV BAKERSFIELD            ,CA,93311-1022,Public       ,298,497,795,
00807100,CONCORDE CAREER INSTITUTE               ,CA,92840-9201,Proprietary  ,35,129,164,
00807300,BUTTE COMMUNITY COLLEGE                 ,CA,95965-0000,Public       ,278,633,911,
00853700,CONCORDE CAREER INSTITUTE               ,CA,92401-0000,Proprietary  ,48,141,189,
00859600,WEST LOS ANGELES COLLEGE                ,CA,90230-3500,Public       ,148,630,778,
00859700,FEATHER RIVER COLLEGE                   ,CA,95971-9124,Public       ,28,100,128,
00884400,CALIFORNIA CHRISTIAN COLLEGE            ,CA,93727-2610,Private      ,3,23,26,
00884600,WRIGHT INSTITUTE                        ,CA,94704-0000,Private      ,0,16,16,
00890300,COLLEGE OF THE CANYONS                  ,CA,91355-1899,Public       ,225,463,688,
00891800,SADDLEBACK COLLEGE                      ,CA,92692-3699,Public       ,303,628,931,
00902200,ASSOCIATED TECHNICAL COLLEGE            ,CA,90017-0000,Proprietary  ,10,93,103,
00903200,EMPIRE COLLEGE                          ,CA,95403-2122,Proprietary  ,2,14,16,
