OPE ID,School,State,Zip Code,School Type,Dependent Students,Independent Students,Quarterly Total,nan
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,337,301,638,
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,789,578,"1,367",
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,261,159,420,
00104400,STILLMAN COLLEGE                        ,AL,35403-0000,Private      ,353,207,560,
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,243,188,431,
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,"1,734","2,702","4,436",
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,794,293,"1,087",
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,"4,395","2,206","6,601",
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,"2,650","3,174","5,824",
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,"1,553",923,"2,476",
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,"2,246","2,300","4,546",
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,687,962,"1,649",
00106000,COASTAL ALABAMA COMMUNITY COLLEGE       ,AL,36507-2698,Public       ,"1,112","1,061","2,173",
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,187,360,547,
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,746,721,"1,467",
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,109,181,290,
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,378,420,798,
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,252,290,542,
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,409,502,911,
00573400,H. COUNCILL TRENHOLM STATE COMMUNITY COL,AL,36108-0020,Public       ,464,663,"1,127",
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,923,897,"1,820",
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,859,894,"1,753",
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,290,248,538,
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,217,362,579,
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,73,222,295,
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,16,65,81,
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,6,34,40,
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE     ,AL,35758-0000,Proprietary  ,28,41,69,
02341000,FORTIS COLLEGE                          ,AL,36608-3712,Proprietary  ,144,545,689,
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,35,198,233,
03002500,J.F. INGRAM STATE TECHNICAL COLLEGE     ,AL,36022-0350,Public       ,6,5,11,
03361400,FORTIS COLLEGE                          ,AL,36303-7859,Proprietary  ,89,395,484,
03709302,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATH,AL,36832-6330,Private      ,1,287,288,
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,39,56,95,
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,9,45,54,
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1411,Proprietary  ,25,59,84,
04067300,SELMA UNIVERSITY                        ,AL,36701-5232,Private      ,24,29,53,
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,187,"4,003","4,190",
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,30,40,70,
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35951-0000,Proprietary  ,30,51,81,
04197500,UNIVERSITY ACADEMY OF HAIR DESIGN       ,AL,35401-5621,Proprietary  ,19,27,46,
04211000,SALON PROFESSIONAL ACADEMY (THE)        ,AL,35816-1849,Proprietary  ,31,38,69,
04226700,ALABAMA COLLEGE OF OSTEOPATHIC MEDICINE ,AL,36303-2251,Private      ,13,367,380,
04229400,MIDFIELD INSTITUTE OF COSMETOLOGY       ,AL,35228-2233,Private      ,8,29,37,
04255500,ALABAMA SCHOOL OF NAIL TECHNOLOGY & COSM,AL,36545-2718,Proprietary  ,41,74,115,
04267900,BROWN BEAUTY BARBER SCHOOL              ,AL,35020-5016,Proprietary  ,14,26,40,
04273500,WINONAH'S INTERNATIONAL SCHOOL OF COSMET,AL,35244-7103,Proprietary  ,12,53,65,
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,599,972,"1,571",
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,"1,664","2,188","3,852",
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,189,139,328,
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,506,"1,343","1,849",
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,"1,826","2,661","4,487",
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,219,744,963,
00112000,BERKELEY SCHOOL OF THEOLOGY             ,CA,94704-0000,Private      ,4,29,33,
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,488,475,963,
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,537,626,"1,163",
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,"1,298","1,692","2,990",
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,230,168,398,
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,236,135,371,
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,268,161,429,
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,387,306,693,
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACA,CA,94590-8181,Public       ,82,46,128,
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,"3,318","3,126","6,444",
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,858,"1,846","2,704",
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,"2,785","2,789","5,574",
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,"2,352","3,213","5,565",
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,"1,108","1,947","3,055",
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2393,Public       ,"1,713","2,367","4,080",
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,"1,934",600,"2,534",
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,"1,493","1,313","2,806",
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,"1,358","1,103","2,461",
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,"2,080","2,273","4,353",
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,518,585,"1,103",
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,"3,301","3,405","6,706",
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,"5,070","3,951","9,021",
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,"3,098","3,626","6,724",
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,"1,930","1,875","3,805",
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,"2,476","2,465","4,941",
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,481,381,862,
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,790,"1,048","1,838",
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,"1,483","2,588","4,071",
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,933,"1,300","2,233",
00116300,CHAFFEY COMMUNITY COLLEGE               ,CA,91737-9400,Public       ,"2,258","4,771","7,029",
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,846,680,"1,526",
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,5,5,
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,892,"1,132","2,024",
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-6163,Private      ,2,286,288,
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,74,16,90,
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,41,7,48,
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,74,16,90,
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,236,43,279,
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,139,23,162,
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,197,290,487,
00117700,UNIVERSITY OF SILICON VALLEY            ,CA,95134-1697,Proprietary  ,88,91,179,
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,158,267,425,
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,2,56,58,
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,355,420,775,
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,"1,064","1,421","2,485",
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,14,24,38,
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,402,849,"1,251",
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,"1,245","1,433","2,678",
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,121,246,367,
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,362,730,"1,092",
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,"1,136","1,081","2,217",
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,688,619,"1,307",
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,"1,140","1,485","2,625",
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,193,230,423,
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,"1,534","2,068","3,602",
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,638,755,"1,393",
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,1,262,263,
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,"1,591","1,964","3,555",
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,375,480,855,
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,"1,022","1,512","2,534",
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,74,714,788,
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,949,"1,036","1,985",
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,0,23,23,
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,"1,261","1,589","2,850",
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,699,598,"1,297",
00121200,HUMPHREYS UNIVERSITY                    ,CA,95207-3896,Private      ,17,125,142,
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,739,838,"1,577",
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-0000,Private      ,303,247,550,
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,408,867,"1,275",
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,89,132,221,
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,158,"1,055","1,213",
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,"1,909","3,019","4,928",
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,249,154,403,
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,792,"2,325","3,117",
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,297,676,973,
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,"1,002","1,597","2,599",
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,"1,028","1,899","2,927",
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,831,"1,574","2,405",
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,13,396,409,
00123000,MARSHALL B. KETCHUM UNIVERSITY          ,CA,92831-1699,Private      ,3,147,150,
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,"2,431","4,449","6,880",
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,"2,039","3,530","5,569",
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,117,34,151,
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,945,"1,087","2,032",
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,"1,082","1,711","2,793",
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,"1,863","2,245","4,108",
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,470,662,"1,132",
00124300,MOUNT SAINT MARY'S UNIVERSITY           ,CA,90049-1599,Private      ,220,329,549,
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,"2,262","2,608","4,870",
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,"2,187","3,146","5,333",
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,437,428,865,
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,137,43,180,
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,"2,009","1,666","3,675",
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,284,121,405,
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,129,181,310,
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,291,"1,083","1,374",
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,8,381,389,
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,17,17,
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,114,99,213,
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,57,144,201,
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,"1,700","1,870","3,570",
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,"2,076","2,947","5,023",
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,456,618,"1,074",
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,400,"1,343","1,743",
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,276,819,"1,095",
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,364,519,883,
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,"1,049","1,224","2,273",
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,"2,642","3,092","5,734",
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,"1,259","2,437","3,696",
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,"1,268","2,824","4,092",
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,"1,716","2,582","4,298",
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,41,41,82,
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,"1,459","1,745","3,204",
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3784,Private      ,158,160,318,
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,740,"1,129","1,869",
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,961,"1,704","2,665",
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,"1,018",948,"1,966",
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,"2,015","2,813","4,828",
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,"1,183","1,266","2,449",
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,3,30,33,
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,660,"1,624","2,284",
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,"1,391","1,622","3,013",
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,112,163,275,
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,776,879,"1,655",
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,233,162,395,
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,"1,722","1,954","3,676",
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,10,388,398,
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,0,3,3,
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-0000,Private      ,300,253,553,
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,"1,586",673,"2,259",
00130501,STANFORD UNIVERSITY - SCHOOL OF MEDICINE,CA,94305-5404,Private      ,53,151,204,
00130502,STANFORD UNIVERSITY - GRAD SCH BUSINESS ,CA,94305-7298,Private      ,33,187,220,
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-8610,Private      ,28,229,257,
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,"1,843","3,396","5,239",
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,560,584,"1,144",
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,203,400,603,
00131200,"UNIVERSITY OF CALIFORNIA, BERKELEY      ",CA,94720-1520,Public       ,"2,651","2,141","4,792",
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,"2,158","1,533","3,691",
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-0001,Public       ,"2,432","1,844","4,276",
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,"3,432","3,348","6,780",
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,24,109,133,
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,8,17,25,
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,"2,725","1,643","4,368",
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,"2,675","1,655","4,330",
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0402,Public       ,158,414,572,
00132000,UNIVERSITY OF CALIFORNIA-SANTA BARB     ,CA,93106-3180,Public       ,"2,312",771,"3,083",
00132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ     ,CA,95064-0001,Public       ,"1,836",612,"2,448",
00132200,UNIVERSITY OF REDLANDS                  ,CA,92373-0999,Private      ,192,488,680,
00132500,UNIVERSITY OF SAN FRANCISCO             ,CA,94117-1080,Private      ,761,989,"1,750",
00132600,SANTA CLARA UNIVERSITY                  ,CA,95053-4956,Private      ,538,585,"1,123",
00132604,JESUIT SCHOOL OF THEOLOGY - BERKELEY    ,CA,94709-1193,Private      ,0,3,3,
00132800,UNIVERSITY OF SOUTHERN CALIFORNIA       ,CA,90089-0914,Private      ,"2,060","5,314","7,374",
00132900,UNIVERSITY OF THE PACIFIC               ,CA,95211-0197,Private      ,424,906,"1,330",
00133400,VENTURA COLLEGE                         ,CA,93003-3872,Public       ,"1,166","1,108","2,274",
00133500,VICTOR VALLEY COLLEGE                   ,CA,92395-5849,Public       ,"1,270","2,094","3,364",
00133800,WEST VALLEY COLLEGE                     ,CA,95070-5697,Public       ,558,348,906,
00134100,WESTMONT COLLEGE                        ,CA,93108-1099,Private      ,292,61,353,
00134200,WHITTIER COLLEGE                        ,CA,90601-0000,Private      ,137,90,227,
00134300,WOODBURY UNIVERSITY                     ,CA,91510-7846,Private      ,104,79,183,
00134400,YUBA COLLEGE                            ,CA,95901-7699,Public       ,519,736,"1,255",
00177212,TRINITY INTERNATIONAL UNIV-CA           ,CA,92705-0000,Private      ,4,203,207,
00188100,ASHFORD UNIVERSITY                      ,CA,92123-1406,Proprietary  ,243,"5,426","5,669",
00274100,AMERICAN JEWISH UNIVERSITY              ,CA,90077-1599,Private      ,1,27,28,
00301002,ANTIOCH UNIV/LOS ANGELES                ,CA,90230-7615,Private      ,8,305,313,
00301003,ANTIOCH  UNIV/SANTA BARBARA             ,CA,93101-0000,Private      ,35,114,149,
00369110,MIDDLEBURY COLLEGE - MONTEREY INSTITUTE ,CA,93940-2691,Private      ,2,53,55,
00394700,UC-HASTINGS COLLEGE OF THE LAW          ,CA,94102-0000,Public       ,3,357,360,
00408000,STARR KING SCHOOL FOR THE MINISTRY      ,CA,94613-1000,Private      ,0,20,20,
00448000,DE ANZA COLLEGE                         ,CA,95014-5793,Public       ,"1,227",929,"2,156",
00448100,OHLONE COLLEGE                          ,CA,94539-5847,Public       ,435,623,"1,058",
00448400,JOHN F. KENNEDY UNIVERSITY              ,CA,94523-4817,Private      ,2,26,28,
00450200,CITY COLLEGE OF SAN FRANCISCO           ,CA,94112-1821,Public       ,714,"2,169","2,883",
00563800,DOWNEY ADULT SCHOOL                     ,CA,90241-5610,Public       ,48,226,274,
00565500,HACIENDA LA PUENTE ADULT EDUC CTR       ,CA,91746-0000,Public       ,49,123,172,
00616500,LA CNTY CLG OF NURSING & ALLD HLTH      ,CA,90033-1018,Public       ,23,97,120,
00672000,COLLEGE OF ALAMEDA                      ,CA,94501-2109,Public       ,226,516,742,
00673100,CASA LOMA COLLEGE                       ,CA,91405-0000,Private      ,36,109,145,
00697300,CANADA COLLEGE                          ,CA,94061-1099,Public       ,228,314,542,
00697500,LINCOLN UNIVERSITY                      ,CA,94612-2801,Private      ,27,22,49,
00701200,SAMUEL MERRITT UNIVERSITY               ,CA,94609-3108,Private      ,34,500,534,
00704700,LOS ANGELES SOUTHWEST COLLEGE           ,CA,90047-4810,Public       ,261,975,"1,236",
00705000,BELLUS ACADEMY                          ,CA,91950-3616,Proprietary  ,49,129,178,
00711500,MOORPARK COLLEGE                        ,CA,93021-1695,Public       ,"1,346",991,"2,337",
00713000,NEWBERRY SCHOOL OF BEAUTY               ,CA,91344-7404,Proprietary  ,10,14,24,
00714200,LYLE'S COLLEGE OF BEAUTY                ,CA,93710-3948,Proprietary  ,25,66,91,
00718700,NORTH ADRIAN'S COLLEGE OF BEAUTY        ,CA,95350-2381,Proprietary  ,38,39,77,
00720300,SALON SUCCESS ACADEMY                   ,CA,91786-4060,Proprietary  ,54,133,187,
00720400,MODERN BEAUTY ACADEMY                   ,CA,93030-7016,Proprietary  ,22,22,44,
00720900,REDONDO BEACH BEAUTY COLLEGE            ,CA,90505-5909,Proprietary  ,6,15,21,
00725300,FEDERICO BEAUTY INSTITUTE               ,CA,95834-1905,Proprietary  ,69,145,214,
00729600,COLEMAN UNIVERSITY                      ,CA,92123-1506,Private      ,6,20,26,
00746901,HUSSIAN COLLEGE-RELATIVITY CAMPUS CALIFO,CA,90017-2019,Proprietary  ,35,2,37,
00753100,ACADEMY OF ART UNIVERSITY               ,CA,94105-3410,Proprietary  ,766,"1,437","2,203",
00753600,COSUMNES RIVER COLLEGE                  ,CA,95823-5799,Public       ,"1,722","2,561","4,283",
00760700,CONCORDE CAREER INSTITUTE               ,CA,91606-3134,Proprietary  ,44,143,187,
00770700,COLUMBIA COLLEGE                        ,CA,95370-8580,Public       ,248,309,557,
00771300,SKYLINE COLLEGE                         ,CA,94066-1698,Public       ,340,438,778,
00793000,CONCORDE CAREER INSTITUTE               ,CA,92108-0000,Proprietary  ,96,263,359,
00799300,CALIF STATE UNIV BAKERSFIELD            ,CA,93311-1022,Public       ,867,"1,360","2,227",
00807100,CONCORDE CAREER INSTITUTE               ,CA,92840-9201,Proprietary  ,62,206,268,
