OPE ID,School,State,Zip Code,School Type,Dependent Students,Independent Students,Quarterly Total,nan
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,17,33,50,
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35951-0000,Proprietary  ,16,36,52,
04197500,UNIVERSITY ACADEMY OF HAIR DESIGN       ,AL,35401-5621,Proprietary  ,11,24,35,
04211000,SALON PROFESSIONAL ACADEMY (THE)        ,AL,35816-1849,Proprietary  ,5,35,40,
04226700,ALABAMA COLLEGE OF OSTEOPATHIC MEDICINE ,AL,36303-2251,Private      ,6,63,69,
04229400,MIDFIELD INSTITUTE OF COSMETOLOGY       ,AL,35228-2233,Private      ,3,20,23,
04255500,ALABAMA SCHOOL OF NAIL TECHNOLOGY & COSM,AL,36545-2718,Proprietary  ,18,64,82,
04267900,BROWN BEAUTY BARBER SCHOOL              ,AL,35020-5016,Proprietary  ,9,33,42,
04273500,WINONAH'S INTERNATIONAL SCHOOL OF COSMET,AL,35244-7103,Proprietary  ,9,47,56,
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,386,793,"1,179",
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,"1,121","1,858","2,979",
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,128,108,236,
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,237,"1,041","1,278",
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,"1,406","3,529","4,935",
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,202,878,"1,080",
00112000,BERKELEY SCHOOL OF THEOLOGY             ,CA,94704-0000,Private      ,6,36,42,
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,235,290,525,
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,439,711,"1,150",
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,633,"1,181","1,814",
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,138,108,246,
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,243,109,352,
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,171,128,299,
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,188,208,396,
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACA,CA,94590-8181,Public       ,42,52,94,
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,"1,680","1,954","3,634",
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,489,"1,117","1,606",
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,"1,726","1,808","3,534",
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,"1,051","1,743","2,794",
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,552,"1,271","1,823",
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2393,Public       ,914,"1,583","2,497",
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,"1,135",403,"1,538",
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,889,"1,058","1,947",
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,719,754,"1,473",
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,"1,259","1,557","2,816",
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,253,360,613,
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,"1,195","1,595","2,790",
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,"2,339","2,185","4,524",
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,"1,438","2,129","3,567",
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,"1,093","1,318","2,411",
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,"1,301","1,507","2,808",
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,230,254,484,
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,415,616,"1,031",
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,935,"3,464","4,399",
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,743,"1,791","2,534",
00116300,CHAFFEY COMMUNITY COLLEGE               ,CA,91737-9400,Public       ,"1,451","4,783","6,234",
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,538,416,954,
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,2,2,
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,771,"1,087","1,858",
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-6163,Private      ,5,239,244,
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,44,18,62,
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,37,3,40,
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,31,13,44,
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,82,27,109,
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,37,12,49,
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,162,357,519,
00117700,UNIVERSITY OF SILICON VALLEY            ,CA,95134-1697,Proprietary  ,61,111,172,
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,159,311,470,
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,5,66,71,
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,233,493,726,
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,639,"1,374","2,013",
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,3,14,17,
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,256,971,"1,227",
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,831,"1,126","1,957",
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,106,456,562,
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,298,669,967,
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,"1,000","1,128","2,128",
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,477,665,"1,142",
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,"1,011","1,652","2,663",
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,87,141,228,
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,"1,140","2,852","3,992",
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,556,818,"1,374",
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,0,156,156,
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,"1,343","3,070","4,413",
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,384,633,"1,017",
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,715,"1,476","2,191",
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,41,430,471,
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,625,953,"1,578",
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,1,23,24,
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,928,"1,412","2,340",
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,471,589,"1,060",
00121200,HUMPHREYS UNIVERSITY                    ,CA,95207-3896,Private      ,10,122,132,
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,802,"1,025","1,827",
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-0000,Private      ,167,173,340,
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,216,661,877,
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,88,124,212,
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,101,467,568,
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,"1,885","3,712","5,597",
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,86,109,195,
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,649,"2,378","3,027",
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,364,800,"1,164",
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,872,"5,136","6,008",
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,739,"1,829","2,568",
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,662,"1,957","2,619",
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,14,449,463,
00123000,MARSHALL B. KETCHUM UNIVERSITY          ,CA,92831-1699,Private      ,7,48,55,
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,"1,348","3,221","4,569",
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,"1,120","2,464","3,584",
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,68,19,87,
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,881,"1,192","2,073",
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,711,"1,854","2,565",
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,"1,143","1,641","2,784",
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,308,618,926,
00124300,MOUNT SAINT MARY'S UNIVERSITY           ,CA,90049-1599,Private      ,119,230,349,
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,"2,329","4,031","6,360",
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,"1,383","3,298","4,681",
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,276,469,745,
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,61,31,92,
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,"1,018","1,291","2,309",
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,110,92,202,
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,82,106,188,
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,162,593,755,
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,7,239,246,
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,27,27,
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,120,111,231,
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,69,163,232,
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,936,"1,490","2,426",
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,"1,443","4,161","5,604",
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,237,455,692,
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,476,"2,256","2,732",
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,277,"1,218","1,495",
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,295,517,812,
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,635,"2,233","2,868",
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,"1,721","2,651","4,372",
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,850,"2,047","2,897",
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,886,"2,261","3,147",
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,"1,141","1,929","3,070",
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,22,21,43,
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,"1,039","1,747","2,786",
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3784,Private      ,127,143,270,
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,612,"1,603","2,215",
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,905,"1,684","2,589",
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,630,858,"1,488",
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,"1,486","2,689","4,175",
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,758,999,"1,757",
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,1,16,17,
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,430,"1,272","1,702",
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,697,"1,354","2,051",
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,58,136,194,
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,486,868,"1,354",
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,182,184,366,
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,"1,502","2,790","4,292",
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,7,104,111,
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,1,2,3,
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-0000,Private      ,179,128,307,
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,"1,050",517,"1,567",
00130501,STANFORD UNIVERSITY - SCHOOL OF MEDICINE,CA,94305-5404,Private      ,57,116,173,
00130502,STANFORD UNIVERSITY - GRAD SCH BUSINESS ,CA,94305-7298,Private      ,35,110,145,
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-8610,Private      ,34,120,154,
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,"1,473","2,705","4,178",
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,415,479,894,
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,175,375,550,
00131200,"UNIVERSITY OF CALIFORNIA, BERKELEY      ",CA,94720-1520,Public       ,"1,790","1,428","3,218",
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,"1,322",971,"2,293",
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-0001,Public       ,"1,624","1,130","2,754",
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,"2,400","2,097","4,497",
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,25,53,78,
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,6,15,21,
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,"1,335",993,"2,328",
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,"1,658","1,008","2,666",
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0402,Public       ,150,274,424,
00132000,UNIVERSITY OF CALIFORNIA-SANTA BARB     ,CA,93106-3180,Public       ,"1,386",479,"1,865",
00132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ     ,CA,95064-0001,Public       ,964,379,"1,343",
00132200,UNIVERSITY OF REDLANDS                  ,CA,92373-0999,Private      ,146,353,499,
00132500,UNIVERSITY OF SAN FRANCISCO             ,CA,94117-1080,Private      ,416,513,929,
00132600,SANTA CLARA UNIVERSITY                  ,CA,95053-4956,Private      ,300,277,577,
00132604,JESUIT SCHOOL OF THEOLOGY - BERKELEY    ,CA,94709-1193,Private      ,2,3,5,
00132800,UNIVERSITY OF SOUTHERN CALIFORNIA       ,CA,90089-0914,Private      ,"1,462","2,583","4,045",
00132900,UNIVERSITY OF THE PACIFIC               ,CA,95211-0197,Private      ,223,547,770,
00133400,VENTURA COLLEGE                         ,CA,93003-3872,Public       ,748,915,"1,663",
00133500,VICTOR VALLEY COLLEGE                   ,CA,92395-5849,Public       ,"1,183","2,502","3,685",
00133800,WEST VALLEY COLLEGE                     ,CA,95070-5697,Public       ,351,602,953,
00134100,WESTMONT COLLEGE                        ,CA,93108-1099,Private      ,125,31,156,
00134200,WHITTIER COLLEGE                        ,CA,90601-0000,Private      ,78,79,157,
00134300,WOODBURY UNIVERSITY                     ,CA,91510-7846,Private      ,70,55,125,
00134400,YUBA COLLEGE                            ,CA,95901-7699,Public       ,378,729,"1,107",
00177212,TRINITY INTERNATIONAL UNIV-CA           ,CA,92705-0000,Private      ,1,142,143,
00188100,ASHFORD UNIVERSITY                      ,CA,92123-1406,Proprietary  ,275,"5,483","5,758",
00274100,AMERICAN JEWISH UNIVERSITY              ,CA,90077-1599,Private      ,0,25,25,
00301002,ANTIOCH UNIV/LOS ANGELES                ,CA,90230-7615,Private      ,3,182,185,
00301003,ANTIOCH  UNIV/SANTA BARBARA             ,CA,93101-0000,Private      ,24,86,110,
00369110,MIDDLEBURY COLLEGE - MONTEREY INSTITUTE ,CA,93940-2691,Private      ,6,53,59,
00394700,UC-HASTINGS COLLEGE OF THE LAW          ,CA,94102-0000,Public       ,1,122,123,
00408000,STARR KING SCHOOL FOR THE MINISTRY      ,CA,94613-1000,Private      ,0,17,17,
00448000,DE ANZA COLLEGE                         ,CA,95014-5793,Public       ,"1,059","1,395","2,454",
00448100,OHLONE COLLEGE                          ,CA,94539-5847,Public       ,332,"1,885","2,217",
00448400,JOHN F. KENNEDY UNIVERSITY              ,CA,94523-4817,Private      ,1,18,19,
00450200,CITY COLLEGE OF SAN FRANCISCO           ,CA,94112-1821,Public       ,556,"2,558","3,114",
00563800,DOWNEY ADULT SCHOOL                     ,CA,90241-5610,Public       ,39,170,209,
00565500,HACIENDA LA PUENTE ADULT EDUC CTR       ,CA,91746-0000,Public       ,49,133,182,
00616500,LA CNTY CLG OF NURSING & ALLD HLTH      ,CA,90033-1018,Public       ,14,70,84,
00672000,COLLEGE OF ALAMEDA                      ,CA,94501-2109,Public       ,258,766,"1,024",
00673100,CASA LOMA COLLEGE                       ,CA,91405-0000,Private      ,46,101,147,
00697300,CANADA COLLEGE                          ,CA,94061-1099,Public       ,171,413,584,
00697500,LINCOLN UNIVERSITY                      ,CA,94612-2801,Private      ,14,18,32,
00701200,SAMUEL MERRITT UNIVERSITY               ,CA,94609-3108,Private      ,19,331,350,
00704700,LOS ANGELES SOUTHWEST COLLEGE           ,CA,90047-4810,Public       ,253,"1,142","1,395",
00705000,BELLUS ACADEMY                          ,CA,91950-3616,Proprietary  ,57,130,187,
00711500,MOORPARK COLLEGE                        ,CA,93021-1695,Public       ,752,770,"1,522",
00713000,NEWBERRY SCHOOL OF BEAUTY               ,CA,91344-7404,Proprietary  ,5,10,15,
00714200,LYLE'S COLLEGE OF BEAUTY                ,CA,93710-3948,Proprietary  ,27,63,90,
00718700,NORTH ADRIAN'S COLLEGE OF BEAUTY        ,CA,95350-2381,Proprietary  ,29,51,80,
00720300,SALON SUCCESS ACADEMY                   ,CA,91786-4060,Proprietary  ,76,131,207,
00720400,MODERN BEAUTY ACADEMY                   ,CA,93030-7016,Proprietary  ,20,19,39,
00720900,REDONDO BEACH BEAUTY COLLEGE            ,CA,90505-5909,Proprietary  ,8,22,30,
00725300,FEDERICO BEAUTY INSTITUTE               ,CA,95834-1905,Proprietary  ,50,102,152,
00729600,COLEMAN UNIVERSITY                      ,CA,92123-1506,Private      ,9,25,34,
00746901,HUSSIAN COLLEGE-RELATIVITY CAMPUS CALIFO,CA,90017-2019,Proprietary  ,0,0,0,
00753100,ACADEMY OF ART UNIVERSITY               ,CA,94105-3410,Proprietary  ,603,"1,460","2,063",
00753600,COSUMNES RIVER COLLEGE                  ,CA,95823-5799,Public       ,902,"1,842","2,744",
00760700,CONCORDE CAREER INSTITUTE               ,CA,91606-3134,Proprietary  ,44,106,150,
00770700,COLUMBIA COLLEGE                        ,CA,95370-8580,Public       ,206,252,458,
00771300,SKYLINE COLLEGE                         ,CA,94066-1698,Public       ,250,399,649,
00793000,CONCORDE CAREER INSTITUTE               ,CA,92108-0000,Proprietary  ,80,201,281,
00799300,CALIF STATE UNIV BAKERSFIELD            ,CA,93311-1022,Public       ,552,"1,082","1,634",
00807100,CONCORDE CAREER INSTITUTE               ,CA,92840-9201,Proprietary  ,65,131,196,
00807300,BUTTE COMMUNITY COLLEGE                 ,CA,95965-0000,Public       ,760,"1,290","2,050",
00853700,CONCORDE CAREER INSTITUTE               ,CA,92401-0000,Proprietary  ,105,219,324,
00859600,WEST LOS ANGELES COLLEGE                ,CA,90230-3500,Public       ,399,"1,499","1,898",
