OPE ID,School,State,Zip Code,School Type,Dependent Students,Independent Students,Quarterly Total,nan
00103600,SAMFORD UNIVERSITY                      ,AL,35229-7000,Private      ,"3,845",564,"4,409",
00103800,SNEAD STATE COMMUNITY COLLEGE           ,AL,35957-0734,Public       ,596,205,801,
00104000,SOUTHERN UNION STATE COMMUNITY CLG      ,AL,36276-0000,Public       ,"1,223",516,"1,739",
00104100,SPRING HILL COLLEGE                     ,AL,36608-1791,Private      ,812,119,931,
00104400,STILLMAN COLLEGE                        ,AL,35403-0000,Private      ,563,240,803,
00104600,TALLADEGA COLLEGE                       ,AL,35160-2354,Private      ,414,157,571,
00104700,TROY UNIVERSITY                         ,AL,36082-0001,Public       ,"4,726","1,908","6,634",
00105000,TUSKEGEE UNIVERSITY                     ,AL,36088-1645,Private      ,"3,810",509,"4,319",
00105100,UNIVERSITY OF ALABAMA (THE)             ,AL,35487-0120,Public       ,"30,775","2,931","33,706",
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM     ,AL,35294-1150,Public       ,"8,839","2,459","11,298",
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE     ,AL,35899-0001,Public       ,"4,895",742,"5,637",
00105700,UNIVERSITY OF SOUTH ALABAMA             ,AL,36688-0002,Public       ,"6,326","1,475","7,801",
00105900,LAWSON STATE COMMUNITY COLLEGE          ,AL,35221-1798,Public       ,911,676,"1,587",
00106000,COASTAL ALABAMA COMMUNITY COLLEGE       ,AL,36507-2698,Public       ,"1,385",676,"2,061",
00526000,J.F. DRAKE STATE TECH COLLEGE           ,AL,35811-1584,Public       ,237,299,536,
00569100,SHELTON STATE COMMUNITY CLG             ,AL,35405-4017,Public       ,892,508,"1,400",
00569200,REID STATE TECHNICAL COLLEGE            ,AL,36401-0000,Public       ,68,100,168,
00569700,NORTHWEST- SHOALS COMMUNITY COLLEGE     ,AL,35661-0000,Public       ,523,262,785,
00569900,GEORGE C WALLACE STATE CMTY COLLEGE     ,AL,36703-0000,Public       ,182,172,354,
00573300,BEVILL STATE CMTY COLLEGE-WALKER        ,AL,35148-0000,Public       ,686,423,"1,109",
00573400,H. COUNCILL TRENHOLM STATE COMMUNITY COL,AL,36108-0020,Public       ,325,472,797,
00787100,GEORGE C WALLACE STATE CMTY CLG         ,AL,35077-2000,Public       ,"1,393",607,"2,000",
00831000,AUBURN UNIVERSITY-MONTGOMERY            ,AL,36124-0000,Public       ,"1,629",669,"2,298",
00898800,LURLEEN B WALLACE COMMUNITY COLLEGE     ,AL,36420-0418,Public       ,343,190,533,
01218200,CHATTAHOOCHEE VALLEY CMTY CLG           ,AL,36869-7917,Public       ,198,271,469,
01303906,SOUTH UNIVERSITY - MONTGOMERY           ,AL,36116-1120,Proprietary  ,83,125,208,
02170600,UNITED STATES SPORTS ACADEMY            ,AL,36526-7055,Private      ,9,36,45,
02199700,HERITAGE CHRISTIAN UNIVERSITY           ,AL,35630-0000,Private      ,10,19,29,
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE     ,AL,35758-0000,Proprietary  ,49,50,99,
02341000,FORTIS COLLEGE                          ,AL,36608-3712,Proprietary  ,77,288,365,
02503400,AMRIDGE UNIVERSITY                      ,AL,36124-0000,Private      ,23,123,146,
03002500,J.F. INGRAM STATE TECHNICAL COLLEGE     ,AL,36022-0350,Public       ,8,20,28,
03361400,FORTIS COLLEGE                          ,AL,36303-7859,Proprietary  ,32,184,216,
03709302,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATH,AL,36832-6330,Private      ,4,66,70,
03783300,BLUE CLIFF CAREER COLLEGE               ,AL,63306-4749,Proprietary  ,25,55,80,
03894300,HUNTSVILLE BIBLE COLLEGE                ,AL,35811-0000,Private      ,10,20,30,
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRAS,AL,36604-1411,Proprietary  ,26,25,51,
04067300,SELMA UNIVERSITY                        ,AL,36701-5232,Private      ,16,11,27,
04121500,COLUMBIA SOUTHERN UNIVERSITY            ,AL,36561-3815,Proprietary  ,114,"1,219","1,333",
04149200,XCELL ACADEMY-A PAUL MITCHELL PARTNER SC,AL,35216-4990,Proprietary  ,40,41,81,
04187200,NEW BEGINNING COLLEGE OF COSMETOLOGY    ,AL,35951-0000,Proprietary  ,17,26,43,
04197500,UNIVERSITY ACADEMY OF HAIR DESIGN       ,AL,35401-5621,Proprietary  ,14,15,29,
04211000,SALON PROFESSIONAL ACADEMY (THE)        ,AL,35816-1849,Proprietary  ,28,24,52,
04226700,ALABAMA COLLEGE OF OSTEOPATHIC MEDICINE ,AL,36303-2251,Private      ,26,161,187,
04229400,MIDFIELD INSTITUTE OF COSMETOLOGY       ,AL,35228-2233,Private      ,12,16,28,
04255500,ALABAMA SCHOOL OF NAIL TECHNOLOGY & COSM,AL,36545-2718,Proprietary  ,56,39,95,
04267900,BROWN BEAUTY BARBER SCHOOL              ,AL,35020-5016,Proprietary  ,7,13,20,
04273500,WINONAH'S INTERNATIONAL SCHOOL OF COSMET,AL,35244-7103,Proprietary  ,18,32,50,
00111100,ALLAN HANCOCK COLLEGE                   ,CA,93454-6399,Public       ,"1,967",949,"2,916",
00111300,ANTELOPE VALLEY COLLEGE                 ,CA,93536-5426,Public       ,"2,113","1,565","3,678",
00111600,ART CENTER COLLEGE OF DESIGN            ,CA,91103-1999,Private      ,"1,389",268,"1,657",
00111700,AZUSA PACIFIC UNIVERSITY                ,CA,91702-7000,Private      ,"3,157","1,214","4,371",
00111800,BAKERSFIELD COLLEGE                     ,CA,93305-1299,Public       ,"4,937","2,738","7,675",
00111900,BARSTOW COMMUNITY COLLEGE               ,CA,92311-6608,Public       ,251,561,812,
00112000,BERKELEY SCHOOL OF THEOLOGY             ,CA,94704-0000,Private      ,28,23,51,
00112200,BIOLA UNIVERSITY                        ,CA,90639-0001,Private      ,"2,867",610,"3,477",
00112400,CABRILLO COLLEGE                        ,CA,95003-3194,Public       ,"1,123",554,"1,677",
00112500,CALIFORNIA BAPTIST UNIVERSITY           ,CA,92504-3297,Private      ,"5,923","1,593","7,516",
00112700,CALIFORNIA COLLEGE OF THE ARTS          ,CA,94107-2206,Private      ,"1,978",225,"2,203",
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY      ,CA,91125-0001,Private      ,"8,906",405,"9,311",
00113200,CALIFORNIA INSTITUTE OF THE ARTS        ,CA,91355-2397,Private      ,"2,578",337,"2,915",
00113300,CALIFORNIA LUTHERAN UNIVERSITY          ,CA,91360-2787,Private      ,"3,163",375,"3,538",
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACA,CA,94590-8181,Public       ,483,89,572,
00113700,CALIF STATE UNIV-FULLERTON              ,CA,92831-3599,Public       ,"35,204","7,167","42,371",
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY   ",CA,94542-3000,Public       ,"7,411","2,755","10,166",
00113900,CALIF STATE UNIV-LONG BEACH             ,CA,90840-0006,Public       ,"45,752","8,168","53,920",
00114000,CALIF STATE UNIV-LOS ANGELES            ,CA,90032-4226,Public       ,"23,545","6,106","29,651",
00114100,"CALIF STATE UNIV, DOMINGUEZ HILLS       ",CA,90747-0001,Public       ,"11,951","3,799","15,750",
00114200,CALIF STATE UNIV SAN BERNARDINO         ,CA,92407-2397,Public       ,"12,896","4,655","17,551",
00114300,CAL POLY STATE UNIVERSITY               ,CA,93407-0001,Public       ,"34,564","1,530","36,094",
00114400,CALIF STATE POLYTECHNIC UNIV POMONA     ,CA,91768-2500,Public       ,"24,472","3,902","28,374",
00114600,CALIF STATE UNIV - CHICO                ,CA,95929-0001,Public       ,"11,785","2,064","13,849",
00114700,CALIF STATE UNIV - FRESNO               ,CA,93740-8026,Public       ,"16,936","3,851","20,787",
00114900,HUMBOLDT STATE UNIVERSITY               ,CA,95521-8299,Public       ,"6,103","1,323","7,426",
00115000,CALIF STATE UNIV-SACRAMENTO             ,CA,95819-6044,Public       ,"20,819","5,220","26,039",
00115100,SAN DIEGO STATE UNIVERSITY              ,CA,92182-1690,Public       ,"46,202","6,080","52,282",
00115300,CALIF STATE UNIV-NORTHRIDGE             ,CA,91330-8307,Public       ,"21,303","6,670","27,973",
00115400,SAN FRANCISCO STATE UNIVERSITY          ,CA,94132-1740,Public       ,"18,063","3,919","21,982",
00115500,SAN JOSE STATE UNIVERSITY               ,CA,95192-0036,Public       ,"20,840","3,900","24,740",
00115600,SONOMA STATE UNIVERSITY                 ,CA,94928-3609,Public       ,"5,534",944,"6,478",
00115700,CALIF STATE UNIV-STANISLAUS             ,CA,95382-0299,Public       ,"5,530","2,095","7,625",
00116100,CERRITOS COLLEGE                        ,CA,90650-6296,Public       ,"3,904","2,184","6,088",
00116200,CHABOT COLLEGE                          ,CA,94545-2400,Public       ,"1,491",898,"2,389",
00116300,CHAFFEY COMMUNITY COLLEGE               ,CA,91737-9400,Public       ,"4,002","2,242","6,244",
00116400,CHAPMAN UNIVERSITY                      ,CA,92866-1099,Private      ,"10,938","1,043","11,981",
00116500,CHURCH DIV SCH OF THE PACIFIC           ,CA,94709-0000,Private      ,0,5,5,
00116600,CITRUS COLLEGE                          ,CA,91741-1899,Public       ,"1,989","1,134","3,123",
00116900,CLAREMONT GRADUATE UNIVERSITY           ,CA,91711-6163,Private      ,20,217,237,
00117000,CLAREMONT MCKENNA COLLEGE               ,CA,91711-6400,Private      ,"2,424",61,"2,485",
00117100,HARVEY MUDD COLLEGE                     ,CA,91711-5990,Private      ,"2,280",37,"2,317",
00117200,PITZER COLLEGE                          ,CA,91711-6101,Private      ,"1,495",36,"1,531",
00117300,POMONA COLLEGE                          ,CA,91711-6301,Private      ,"4,473",115,"4,588",
00117400,SCRIPPS COLLEGE                         ,CA,91711-3948,Private      ,"1,660",56,"1,716",
00117600,WEST HILLS COMMUNITY COLLEGE            ,CA,93210-1399,Public       ,497,175,672,
00117700,UNIVERSITY OF SILICON VALLEY            ,CA,95134-1697,Proprietary  ,335,98,433,
00117800,COLLEGE OF MARIN                        ,CA,94904-2590,Public       ,399,245,644,
00117900,NOTRE DAME DE NAMUR UNIVERSITY          ,CA,94002-1997,Private      ,33,38,71,
00118100,COLLEGE OF SAN MATEO                    ,CA,94402-3784,Public       ,804,383,"1,187",
00118200,COLLEGE OF THE DESERT                   ,CA,92260-9305,Public       ,"2,126","1,068","3,194",
00118300,HOLY NAMES UNIVERSITY                   ,CA,94619-1699,Private      ,368,141,509,
00118500,COLLEGE OF THE REDWOODS                 ,CA,95501-9300,Public       ,671,618,"1,289",
00118600,COLLEGE OF THE SEQUOIAS                 ,CA,93277-2234,Public       ,"2,916","1,288","4,204",
00118700,COLLEGE OF THE SISKIYOUS                ,CA,96094-2899,Public       ,147,113,260,
00119000,CONTRA COSTA COLLEGE                    ,CA,94806-3195,Public       ,606,437,"1,043",
00119100,DIABLO VALLEY COLLEGE                   ,CA,94523-1544,Public       ,"1,345",736,"2,081",
00119200,CUESTA COLLEGE                          ,CA,93403-8106,Public       ,"1,164",815,"1,979",
00119300,CYPRESS COLLEGE                         ,CA,90630-5897,Public       ,"2,980","1,584","4,564",
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA      ,CA,94901-2298,Private      ,"1,228",242,"1,470",
00119700,EL CAMINO COLLEGE                       ,CA,90506-0002,Public       ,"3,310","1,793","5,103",
00119900,FOOTHILL COLLEGE                        ,CA,94022-4597,Public       ,"1,093",541,"1,634",
00120000,FULLER THEOLOGICAL SEMINARY             ,CA,91182-0000,Private      ,5,124,129,
00120100,FULLERTON COLLEGE                       ,CA,92832-2095,Public       ,"3,983","1,734","5,717",
00120200,GAVILAN COLLEGE                         ,CA,95020-9599,Public       ,502,313,815,
00120300,GLENDALE COMMUNITY COLLEGE              ,CA,91208-2894,Public       ,"1,645","1,184","2,829",
00120500,GOLDEN GATE UNIVERSITY                  ,CA,94105-2967,Private      ,221,462,683,
00120600,GOLDEN WEST COLLEGE                     ,CA,92647-2748,Public       ,"1,943",875,"2,818",
00120700,GRADUATE THEOLOGICAL UNION              ,CA,94709-0000,Private      ,1,23,24,
00120800,GROSSMONT COLLEGE                       ,CA,92020-1799,Public       ,"2,327","1,507","3,834",
00120900,HARTNELL COMMUNITY COLLEGE              ,CA,93901-1697,Public       ,"2,031",619,"2,650",
00121200,HUMPHREYS UNIVERSITY                    ,CA,95207-3896,Private      ,63,119,182,
00121400,IMPERIAL VALLEY COLLEGE                 ,CA,92251-9787,Public       ,"1,616",653,"2,269",
00121500,LA SIERRA UNIVERSITY                    ,CA,92515-3332,Private      ,"1,540",225,"1,765",
00121600,UNIVERSITY OF LA VERNE                  ,CA,91750-4443,Private      ,"3,692","1,239","4,931",
00121700,LASSEN COLLEGE                          ,CA,96130-3000,Public       ,96,96,192,
00121800,LOMA LINDA UNIVERSITY                   ,CA,92350-0001,Private      ,"1,060","1,126","2,186",
00121900,LONG BEACH CITY COLLEGE                 ,CA,90808-1780,Public       ,"4,410","3,062","7,472",
00122000,MASTER'S COLLEGE & SEMINARY (THE)       ,CA,91321-1200,Private      ,812,78,890,
00122300,LOS ANGELES CITY COLLEGE                ,CA,90029-3588,Public       ,"2,249","1,961","4,210",
00122400,LOS ANGELES HARBOR COLLEGE              ,CA,90744-2397,Public       ,717,575,"1,292",
00122600,LOS ANGELES PIERCE COLLEGE              ,CA,91371-0001,Public       ,"2,189","1,293","3,482",
00122700,LOS ANGELES TRADE TECH COLLEGE          ,CA,90015-4181,Public       ,"2,323","1,610","3,933",
00122800,LOS ANGELES VALLEY COLLEGE              ,CA,91401-4096,Public       ,"1,605","1,317","2,922",
00122900,SO CA UNIV  HEALTH SCIENCES             ,CA,90604-4051,Private      ,24,350,374,
00123000,MARSHALL B. KETCHUM UNIVERSITY          ,CA,92831-1699,Private      ,26,202,228,
00123200,AMERICAN RIVER COLLEGE                  ,CA,95841-4286,Public       ,"3,835","3,226","7,061",
00123300,SACRAMENTO CITY COLLEGE                 ,CA,95822-1386,Public       ,"3,701","2,638","6,339",
00123600,MENLO COLLEGE                           ,CA,94027-4301,Private      ,433,36,469,
00123700,MERCED COMMUNITY COLLEGE                ,CA,95348-2898,Public       ,"2,323",987,"3,310",
00123900,MIRACOSTA COLLEGE                       ,CA,92056-3899,Public       ,"1,561","1,175","2,736",
00124000,MODESTO JUNIOR COLLEGE                  ,CA,95350-5800,Public       ,"3,465","2,547","6,012",
00124200,MONTEREY PENINSULA COLLEGE              ,CA,93940-4799,Public       ,"1,159",585,"1,744",
00124300,MOUNT SAINT MARY'S UNIVERSITY           ,CA,90049-1599,Private      ,"1,604",412,"2,016",
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,"4,559","2,191","6,750",
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,"3,439","2,387","5,826",
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,706,366,"1,072",
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,"3,589",96,"3,685",
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,"3,699","1,247","4,946",
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,"1,576",159,"1,735",
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,375,139,514,
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,"1,860",928,"2,788",
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,30,303,333,
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,9,9,
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,288,81,369,
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,69,91,160,
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,"3,297","1,553","4,850",
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,"3,825","2,172","5,997",
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,"3,585",560,"4,145",
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,820,"1,140","1,960",
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,560,697,"1,257",
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,974,387,"1,361",
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,"2,296","1,119","3,415",
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,"6,331","2,624","8,955",
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,"2,563","2,260","4,823",
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,"2,724","2,136","4,860",
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,"2,742","1,775","4,517",
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,291,86,377,
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,"3,066","1,722","4,788",
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3784,Private      ,517,212,729,
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,"1,443",873,"2,316",
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,"2,381","1,163","3,544",
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,"2,251",796,"3,047",
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,"3,803","1,875","5,678",
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,"2,100","1,004","3,104",
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,2,17,19,
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,"1,013","1,115","2,128",
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,"2,632","1,294","3,926",
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,371,162,533,
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,"1,052",752,"1,804",
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,"1,539",162,"1,701",
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,"2,471","1,297","3,768",
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,31,294,325,
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,2,6,8,
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-0000,Private      ,"1,849",184,"2,033",
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,"33,497","1,978","35,475",
00130501,STANFORD UNIVERSITY - SCHOOL OF MEDICINE,CA,94305-5404,Private      ,786,309,"1,095",
00130502,STANFORD UNIVERSITY - GRAD SCH BUSINESS ,CA,94305-7298,Private      ,237,248,485,
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-8610,Private      ,298,613,911,
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,"6,190","3,506","9,696",
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,"1,783",577,"2,360",
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,507,307,814,
00131200,"UNIVERSITY OF CALIFORNIA, BERKELEY      ",CA,94720-1520,Public       ,"62,073","6,064","68,137",
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,"44,684","4,651","49,335",
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-0001,Public       ,"60,102","4,637","64,739",
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,"80,310","8,209","88,519",
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,353,291,644,
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,85,70,155,
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,"30,968","2,887","33,855",
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,"57,193","3,971","61,164",
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0402,Public       ,"2,794","1,183","3,977",
00132000,UNIVERSITY OF CALIFORNIA-SANTA BARB     ,CA,93106-3180,Public       ,"45,865","2,231","48,096",
00132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ     ,CA,95064-0001,Public       ,"31,166","1,730","32,896",
00132200,UNIVERSITY OF REDLANDS                  ,CA,92373-0999,Private      ,"3,437",527,"3,964",
00132500,UNIVERSITY OF SAN FRANCISCO             ,CA,94117-1080,Private      ,"10,608","1,491","12,099",
00132600,SANTA CLARA UNIVERSITY                  ,CA,95053-4956,Private      ,"9,575",589,"10,164",
00132604,JESUIT SCHOOL OF THEOLOGY - BERKELEY    ,CA,94709-1193,Private      ,0,1,1,
00132800,UNIVERSITY OF SOUTHERN CALIFORNIA       ,CA,90089-0914,Private      ,"51,939","7,984","59,923",
00132900,UNIVERSITY OF THE PACIFIC               ,CA,95211-0197,Private      ,"3,497","1,268","4,765",
00133400,VENTURA COLLEGE                         ,CA,93003-3899,Public       ,"1,961",818,"2,779",
00133500,VICTOR VALLEY COLLEGE                   ,CA,92395-5849,Public       ,"2,162","1,774","3,936",
00133800,WEST VALLEY COLLEGE                     ,CA,95070-5697,Public       ,628,273,901,
00134100,WESTMONT COLLEGE                        ,CA,93108-1099,Private      ,"1,342",63,"1,405",
00134200,WHITTIER COLLEGE                        ,CA,90601-0000,Private      ,"1,205",115,"1,320",
00134300,WOODBURY UNIVERSITY                     ,CA,91510-7846,Private      ,783,97,880,
00134400,YUBA COLLEGE                            ,CA,95901-7699,Public       ,776,593,"1,369",
00177212,TRINITY INTERNATIONAL UNIV-CA           ,CA,92705-0000,Private      ,6,95,101,
00188100,ASHFORD UNIVERSITY                      ,CA,92123-1406,Proprietary  ,177,"2,702","2,879",
00274100,AMERICAN JEWISH UNIVERSITY              ,CA,90077-1599,Private      ,1,13,14,
00301002,ANTIOCH UNIV/LOS ANGELES                ,CA,90230-7615,Private      ,25,174,199,
00301003,ANTIOCH  UNIV/SANTA BARBARA             ,CA,93101-0000,Private      ,517,96,613,
00369110,MIDDLEBURY COLLEGE - MONTEREY INSTITUTE ,CA,93940-2691,Private      ,35,115,150,
00394700,UC-HASTINGS COLLEGE OF THE LAW          ,CA,94102-0000,Public       ,29,419,448,
00408000,STARR KING SCHOOL FOR THE MINISTRY      ,CA,94613-1000,Private      ,2,7,9,
00448000,DE ANZA COLLEGE                         ,CA,95014-5793,Public       ,"2,212",750,"2,962",
00448100,OHLONE COLLEGE                          ,CA,94539-5847,Public       ,847,405,"1,252",
00448400,JOHN F. KENNEDY UNIVERSITY              ,CA,94523-4817,Private      ,8,16,24,
00450200,CITY COLLEGE OF SAN FRANCISCO           ,CA,94112-1821,Public       ,"2,039","1,647","3,686",
00563800,DOWNEY ADULT SCHOOL                     ,CA,90241-5610,Public       ,37,105,142,
00565500,HACIENDA LA PUENTE ADULT EDUC CTR       ,CA,91746-0000,Public       ,38,88,126,
00616500,LA CNTY CLG OF NURSING & ALLD HLTH      ,CA,90033-1018,Public       ,108,119,227,
00672000,COLLEGE OF ALAMEDA                      ,CA,94501-2109,Public       ,476,568,"1,044",
00673100,CASA LOMA COLLEGE                       ,CA,91405-4523,Private      ,83,210,293,
00697300,CANADA COLLEGE                          ,CA,94061-1099,Public       ,421,259,680,
00697500,LINCOLN UNIVERSITY                      ,CA,94612-2801,Private      ,32,11,43,
00701200,SAMUEL MERRITT UNIVERSITY               ,CA,94609-3108,Private      ,138,514,652,
00704700,LOS ANGELES SOUTHWEST COLLEGE           ,CA,90047-4810,Public       ,616,793,"1,409",
00705000,BELLUS ACADEMY                          ,CA,91950-3616,Proprietary  ,31,78,109,
00711500,MOORPARK COLLEGE                        ,CA,93021-1695,Public       ,"1,653",689,"2,342",
00713000,NEWBERRY SCHOOL OF BEAUTY               ,CA,91344-7404,Proprietary  ,9,8,17,
00714200,LYLE'S COLLEGE OF BEAUTY                ,CA,93710-3948,Proprietary  ,71,45,116,
00718700,NORTH ADRIAN'S COLLEGE OF BEAUTY        ,CA,95350-2381,Proprietary  ,34,26,60,
00720300,SALON SUCCESS ACADEMY                   ,CA,91786-4060,Proprietary  ,48,85,133,
00720400,MODERN BEAUTY ACADEMY                   ,CA,93030-7016,Proprietary  ,22,14,36,
00720900,REDONDO BEACH BEAUTY COLLEGE            ,CA,90505-5909,Proprietary  ,12,14,26,
00725300,FEDERICO BEAUTY INSTITUTE               ,CA,95834-1905,Proprietary  ,101,117,218,
00729600,COLEMAN UNIVERSITY                      ,CA,92123-1506,Private      ,28,23,51,
00746901,HUSSIAN COLLEGE-RELATIVITY CAMPUS CALIFO,CA,90017-2019,Proprietary  ,76,7,83,
00753100,ACADEMY OF ART UNIVERSITY               ,CA,94105-3410,Proprietary  ,"2,303","1,353","3,656",
00753600,COSUMNES RIVER COLLEGE                  ,CA,95823-5799,Public       ,"3,265","1,959","5,224",
00760700,CONCORDE CAREER INSTITUTE               ,CA,91606-3134,Proprietary  ,46,115,161,
